Player,Pos,Age,Tm,Season,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Alan Anderson,SF,34,LAC,2016-17,30,308,5.0,0.494,0.55,0.2,1.1,7.4,4.4,4.9,0.5,0.0,7.4,13.7,0.0,0.1,0.1,0.02,-2.6,-2.3,-4.9,-0.2
Alan Henderson,C,33,CLE,2005-06,51,531,12.2,0.564,0.0,0.538,13.3,17.3,15.3,2.9,0.9,1.7,16.3,11.7,0.7,0.6,1.3,0.116,-2.2,-0.3,-2.4,-0.1
Alan Henderson,PF,34,PHI,2006-07,38,418,15.7,0.679,0.0,0.701,13.8,16.9,15.4,3.8,1.1,2.2,12.0,11.0,1.1,0.4,1.6,0.181,0.6,0.0,0.6,0.3
Alan Williams,PF,23,PHO,2015-16,10,68,21.1,0.481,0.0,0.583,21.9,39.2,30.3,11.7,2.9,6.0,16.6,22.6,0.1,0.2,0.2,0.146,-2.5,4.0,1.5,0.1
Alan Williams,C,24,PHO,2016-17,47,708,19.5,0.547,0.004,0.419,14.0,31.2,22.4,5.2,1.8,3.7,10.5,20.9,1.1,0.9,2.1,0.142,-1.8,0.1,-1.7,0.1
Alan Williams,PF,25,PHO,2017-18,5,70,9.3,0.455,0.0,0.5,4.5,29.5,16.8,16.3,3.4,1.2,24.2,17.5,-0.1,0.1,0.0,-0.004,-6.5,2.8,-3.7,0.0
Alan Williams,PF,26,BRK,2018-19,5,26,32.9,0.61,0.077,0.308,16.2,60.3,38.4,22.3,1.8,0.0,6.3,25.5,0.1,0.1,0.2,0.312,3.1,2.7,5.8,0.1
Alando Tucker,SF,23,PHO,2007-08,6,48,11.8,0.446,0.182,0.273,10.2,8.7,9.4,0.0,0.0,1.4,0.0,23.0,0.0,0.0,0.0,0.042,-4.5,-7.4,-11.8,-0.1
Alando Tucker,SG,24,PHO,2008-09,30,282,13.0,0.509,0.19,0.273,8.2,4.8,6.4,6.4,0.9,0.3,9.4,23.3,0.2,0.0,0.2,0.039,-1.2,-4.6,-5.8,-0.3
Alando Tucker,SF,25,TOT,2009-10,15,96,13.4,0.529,0.179,0.538,7.4,4.6,5.9,6.4,0.0,0.0,9.4,24.4,0.1,0.0,0.1,0.061,-1.3,-5.4,-6.8,-0.1
Alec Burks,SG,20,UTA,2011-12,59,939,14.0,0.506,0.126,0.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,0.076,-0.2,-2.2,-2.5,-0.1
Alec Burks,SG,21,UTA,2012-13,64,1137,11.5,0.507,0.237,0.332,3.8,11.2,7.5,13.0,1.6,0.9,14.3,20.7,0.3,0.7,1.0,0.044,-1.4,-1.3,-2.7,-0.2
Alec Burks,SG,22,UTA,2013-14,78,2193,15.8,0.547,0.172,0.449,3.0,10.7,6.8,16.9,1.7,0.5,13.0,23.9,2.6,0.6,3.2,0.07,0.5,-1.7,-1.2,0.5
Alec Burks,SG,23,UTA,2014-15,27,899,13.0,0.524,0.227,0.43,2.5,12.1,7.3,15.2,1.0,0.4,12.7,20.8,1.1,0.6,1.7,0.089,-0.4,-1.1,-1.6,0.1
Alec Burks,SG,24,UTA,2015-16,31,797,14.3,0.52,0.237,0.422,2.4,13.6,8.0,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,0.09,-0.9,-1.6,-2.5,-0.1
Alec Burks,SG,25,UTA,2016-17,42,653,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11.0,22.7,-0.1,0.9,0.8,0.056,-3.3,-0.9,-4.2,-0.4
Alec Burks,SG,26,UTA,2017-18,64,1059,13.1,0.527,0.343,0.3,2.1,18.4,10.3,10.0,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-2.5,-0.3,-2.8,-0.2
Alec Burks,SG,27,TOT,2018-19,64,1375,12.7,0.523,0.354,0.297,2.3,17.0,9.4,13.7,1.4,1.3,10.8,19.0,0.7,0.8,1.5,0.052,-1.5,-0.6,-2.2,-0.1
Alec Burks,SG,27,UTA,2018-19,17,269,12.4,0.547,0.377,0.333,0.8,9.9,5.4,11.2,1.1,1.2,10.3,23.2,0.2,0.3,0.5,0.084,-2.2,-1.6,-3.7,-0.1
Alec Burks,SG,27,CLE,2018-19,34,979,13.2,0.517,0.35,0.288,2.8,19.0,10.6,15.0,1.3,1.4,10.7,19.2,0.6,0.3,0.9,0.042,-1.1,-0.7,-1.8,0.1
Alec Burks,SG,27,SAC,2018-19,13,127,9.0,0.495,0.3,0.25,1.6,16.6,8.9,9.5,2.9,0.7,15.3,8.5,0.0,0.2,0.2,0.062,-3.8,1.9,-1.9,0.0
Alec Peters,PF,22,PHO,2017-18,20,225,10.7,0.523,0.784,0.135,3.7,14.0,8.8,7.9,0.4,0.7,4.9,15.5,0.2,0.0,0.3,0.055,-0.2,-3.1,-3.3,-0.1
Alex Abrines,SG,23,OKC,2016-17,68,1055,10.1,0.56,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,1.2,0.9,2.1,0.096,-0.3,-2.2,-2.5,-0.1
Alex Acker,SG,23,DET,2005-06,5,35,-2.4,0.281,0.313,0.0,3.4,13.7,8.5,17.9,1.6,0.0,20.0,27.2,-0.2,0.0,-0.2,-0.23,-10.4,-1.9,-12.3,-0.1
Alex Acker,SG,26,TOT,2008-09,25,199,10.4,0.448,0.263,0.132,4.5,9.6,7.0,10.2,1.3,1.5,8.0,20.1,-0.1,0.1,0.0,-0.011,-3.6,-2.4,-6.0,-0.2
Alex Acker,SG,26,DET,2008-09,7,20,16.0,0.379,0.364,0.182,0.0,12.0,5.9,9.1,5.5,3.9,0.0,28.3,0.0,0.0,0.0,0.009,-3.2,1.0,-2.3,0.0
Alex Acker,SG,26,LAC,2008-09,18,179,9.8,0.46,0.246,0.123,5.0,9.3,7.1,10.3,0.9,1.2,9.3,19.2,-0.1,0.0,0.0,-0.013,-3.6,-2.8,-6.4,-0.2
Alex Caruso,PG,23,LAL,2017-18,37,562,8.7,0.519,0.371,0.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,0.041,-3.4,0.5,-2.9,-0.1
Alex Caruso,PG,24,LAL,2018-19,25,531,13.9,0.569,0.289,0.37,4.0,9.0,6.5,19.7,2.1,1.4,17.3,19.0,0.5,0.6,1.0,0.093,-0.9,0.0,-0.9,0.2
Alex Kirk,C,23,CLE,2014-15,5,14,8.5,0.41,0.0,0.5,8.3,0.0,4.1,10.1,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.061,-3.0,-4.3,-7.4,0.0
Alex Len,C,20,PHO,2013-14,42,362,7.3,0.469,0.0,0.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,0.024,-5.7,-0.2,-5.9,-0.4
Alex Len,C,21,PHO,2014-15,69,1518,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-3.3,2.3,-1.0,0.4
Alex Len,C,22,PHO,2015-16,78,1821,12.4,0.482,0.011,0.383,10.4,25.4,17.7,8.5,1.0,2.8,16.6,20.4,-0.5,1.8,1.3,0.035,-4.4,0.7,-3.6,-0.7
Alex Len,C,23,PHO,2016-17,77,1560,15.0,0.553,0.026,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3.0,0.091,-3.0,1.3,-1.7,0.1
Alex Len,C,24,PHO,2017-18,69,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14.0,17.0,3.2,1.3,4.5,0.154,-0.3,1.1,0.8,1.0
Alex Len,C,25,ATL,2018-19,77,1544,17.2,0.575,0.315,0.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1.0,3.2,0.1,-0.1,-0.8,-0.9,0.4
Alex Poythress,PF,23,PHI,2016-17,6,157,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1.0,4.9,16.9,0.2,0.1,0.3,0.099,-0.6,-1.9,-2.5,0.0
Alex Poythress,PF,24,IND,2017-18,25,104,7.8,0.5,0.423,0.0,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12.0,0.1,0.1,0.1,0.066,-2.3,-1.7,-4.0,-0.1
Alex Poythress,PF,25,ATL,2018-19,21,305,12.2,0.571,0.284,0.358,9.8,16.6,13.1,7.7,0.6,2.8,12.2,14.2,0.4,0.2,0.5,0.086,-1.6,-0.7,-2.2,0.0
Alex Scales,SG,27,SAS,2005-06,1,0,,,,,,,,,,,,,0.0,0.0,0.0,,-6.0,1.6,-4.4,0.0
Alex Stepheson,PF,28,TOT,2015-16,8,73,14.8,0.341,0.0,0.444,28.5,14.5,21.8,4.3,0.7,6.0,0.0,19.8,0.0,0.1,0.1,0.068,-2.0,-1.1,-3.2,0.0
Alexander Johnson,PF,23,MEM,2006-07,59,753,13.2,0.588,0.0,0.698,7.9,20.8,14.4,3.6,1.7,3.5,17.5,16.1,0.7,0.6,1.3,0.083,-2.7,0.0,-2.7,-0.1
Alexander Johnson,PF,24,MIA,2007-08,43,549,8.9,0.554,0.0,0.664,6.9,13.7,10.3,4.0,1.3,1.5,20.6,17.6,-0.1,0.4,0.2,0.019,-5.2,-1.2,-6.4,-0.6
Alexey Shved,SG,24,MIN,2012-13,77,1840,11.0,0.474,0.454,0.236,2.5,8.6,5.4,25.2,1.5,1.1,17.3,20.6,-0.6,1.4,0.8,0.02,-1.0,-1.1,-2.1,-0.1
Alexey Shved,SG,25,MIN,2013-14,63,664,10.2,0.452,0.43,0.38,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,-0.4,0.7,0.2,0.017,-2.7,-0.4,-3.1,-0.2
Alexey Shved,SG,26,TOT,2014-15,42,767,19.5,0.541,0.415,0.448,3.3,11.7,7.3,25.7,2.0,0.6,10.7,26.3,1.7,0.5,2.2,0.135,3.0,-2.6,0.5,0.5
Alexis Ajinca,C,28,NOP,2016-17,39,584,12.9,0.529,0.022,0.225,8.3,23.8,16.0,3.1,1.7,3.1,13.7,17.2,0.0,0.9,1.0,0.08,-5.1,1.0,-4.1,-0.3
Alexis Ajinça,PF,20,CHA,2008-09,31,182,7.0,0.43,0.029,0.406,6.2,14.2,10.2,2.8,2.1,2.7,12.9,24.2,-0.3,0.3,-0.1,-0.018,-8.1,-1.2,-9.3,-0.3
Alexis Ajinça,C,21,CHA,2009-10,6,30,6.3,0.479,0.0,0.1,4.1,11.8,8.0,0.0,1.8,2.7,16.1,19.3,-0.1,0.0,0.0,-0.013,-8.5,-2.0,-10.4,-0.1
Alexis Ajinça,C,22,TOT,2010-11,34,340,12.2,0.507,0.256,0.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,0.0,0.4,0.4,0.052,-3.1,-0.3,-3.4,-0.1
Alexis Ajinça,C,25,NOP,2013-14,56,951,14.6,0.589,0.004,0.269,11.3,22.7,16.9,6.6,1.3,4.1,18.4,16.3,1.2,0.9,2.1,0.104,-1.5,0.8,-0.7,0.3
Alexis Ajinça,C,26,NOP,2014-15,68,957,19.9,0.595,0.0,0.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,1.9,1.2,3.2,0.159,-0.5,0.6,0.2,0.5
Alexis Ajinça,C,27,NOP,2015-16,59,861,13.8,0.514,0.003,0.197,9.3,25.9,17.3,5.8,1.1,3.4,13.6,20.4,0.2,0.9,1.0,0.058,-4.3,-0.2,-4.5,-0.5
Alfonzo McKinnie,SF,25,TOR,2017-18,14,53,10.1,0.643,0.6,0.2,2.2,12.4,7.4,2.7,0.9,1.5,15.5,16.0,0.0,0.1,0.1,0.084,-1.3,-1.8,-3.1,0.0
Alfonzo McKinnie,SF,26,GSW,2018-19,72,1003,11.2,0.569,0.429,0.175,9.0,16.9,13.1,4.0,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-0.9,-1.5,-2.5,-0.1
Alize Johnson,PF,22,IND,2018-19,14,64,6.3,0.333,0.125,0.5,7.1,25.5,16.5,2.0,0.8,4.2,0.0,13.3,-0.1,0.1,0.0,0.027,-8.3,0.2,-8.1,-0.1
Allan Ray,SG,22,BOS,2006-07,47,710,10.0,0.512,0.448,0.212,3.0,8.8,5.8,10.5,1.5,0.3,12.9,20.8,0.1,0.5,0.6,0.039,-1.0,-2.5,-3.5,-0.3
Allen Crabbe,SG,21,POR,2013-14,15,100,7.7,0.475,0.424,0.121,1.1,8.5,4.8,8.7,1.0,0.7,7.9,16.5,0.0,0.1,0.1,0.037,-2.7,-2.1,-4.7,-0.1
Allen Crabbe,SG,22,POR,2014-15,51,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-1.3,1.0,-0.3,0.3
Allen Crabbe,SG,23,POR,2015-16,81,2105,12.2,0.572,0.42,0.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,3.1,1.2,4.3,0.098,0.4,-1.1,-0.7,0.7
Allen Crabbe,SG,24,POR,2016-17,79,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1.0,4.2,0.089,0.3,-1.3,-1.0,0.6
Allen Crabbe,SG,25,BRK,2017-18,75,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,0.07,0.4,-1.2,-0.8,0.7
Allen Crabbe,SG,26,BRK,2018-19,43,1133,7.7,0.519,0.694,0.15,1.5,12.2,6.9,5.8,1.0,0.9,10.4,16.4,-0.2,1.0,0.8,0.035,-1.9,-0.5,-2.5,-0.1
Allen Iverson,PG,30,PHI,2005-06,72,3103,25.9,0.543,0.122,0.455,1.7,7.1,4.4,34.9,2.3,0.2,10.2,35.8,8.8,1.8,10.6,0.165,6.0,-2.5,3.5,4.3
Allen Iverson,SG,31,TOT,2006-07,65,2761,19.6,0.54,0.15,0.465,1.0,6.9,4.0,29.6,2.2,0.3,14.5,29.3,4.0,2.2,6.2,0.108,2.2,-1.5,0.8,1.9
Allen Iverson,PG,31,PHI,2006-07,15,640,23.5,0.529,0.145,0.475,1.3,6.4,3.8,34.0,2.7,0.1,13.0,36.7,1.0,0.5,1.6,0.119,4.1,-2.2,2.0,0.6
Allen Iverson,SG,31,DEN,2006-07,50,2121,18.4,0.545,0.152,0.46,0.9,7.1,4.0,28.3,2.1,0.4,15.1,27.1,2.9,1.7,4.6,0.105,1.6,-1.2,0.4,1.3
Allen Iverson,SG,32,DEN,2007-08,82,3424,20.9,0.567,0.177,0.512,1.5,6.1,3.8,27.4,2.2,0.2,11.4,26.7,8.9,2.8,11.6,0.163,3.5,-1.9,1.6,3.1
Allen Iverson,PG,33,TOT,2008-09,57,2093,15.8,0.504,0.119,0.416,1.7,8.2,4.9,23.1,2.3,0.2,12.9,25.7,0.9,1.9,2.9,0.066,0.0,-0.7,-0.7,0.7
Allen Iverson,SG,33,DEN,2008-09,3,123,15.2,0.549,0.2,0.625,2.9,4.6,3.8,25.9,1.2,0.6,16.4,22.1,0.2,0.1,0.2,0.087,-0.3,-3.2,-3.5,0.0
Allen Iverson,PG,33,DET,2008-09,54,1970,15.9,0.502,0.115,0.406,1.6,8.4,5.0,23.0,2.4,0.2,12.7,25.9,0.8,1.9,2.7,0.065,0.0,-0.5,-0.5,0.7
Allen Iverson,SG,34,TOT,2009-10,28,865,13.4,0.515,0.079,0.415,2.1,8.7,5.4,21.0,1.2,0.2,14.6,23.0,0.5,0.2,0.7,0.037,-1.4,-2.8,-4.2,-0.5
Allonzo Trier,SG,23,NYK,2018-19,64,1459,12.2,0.564,0.255,0.431,2.2,12.2,7.1,12.9,0.9,0.8,15.8,21.5,0.4,0.5,0.9,0.03,-2.2,-2.0,-4.2,-0.8
Alonzo Gee,SG,22,WAS,2009-10,11,182,16.2,0.564,0.153,0.492,9.3,11.6,10.4,6.4,2.0,0.4,12.2,20.4,0.3,0.1,0.4,0.108,0.2,-1.6,-1.4,0.0
Alonzo Gee,SG,23,TOT,2010-11,56,1118,10.8,0.544,0.193,0.348,6.2,12.7,9.3,5.4,1.8,1.2,15.3,14.5,0.5,0.6,1.0,0.045,-2.2,-0.1,-2.3,-0.1
Alonzo Gee,SG,24,CLE,2011-12,63,1827,13.2,0.516,0.249,0.385,6.1,14.3,10.0,10.6,2.4,0.7,15.0,18.7,1.2,1.2,2.4,0.063,-0.5,0.1,-0.5,0.7
Alonzo Gee,SF,25,CLE,2012-13,82,2541,10.5,0.505,0.294,0.276,3.3,11.7,7.3,8.2,2.2,0.9,13.7,16.9,0.5,1.5,1.9,0.036,-1.4,-0.1,-1.5,0.3
Alonzo Gee,SF,26,CLE,2013-14,65,1020,8.6,0.491,0.246,0.258,3.8,12.8,8.2,6.9,2.0,1.2,14.3,13.4,-0.1,1.0,0.9,0.041,-3.3,0.7,-2.6,-0.2
Alonzo Gee,SF,27,TOT,2014-15,54,662,13.0,0.548,0.188,0.414,5.9,9.5,7.7,5.8,2.7,0.8,13.0,16.7,0.6,0.6,1.2,0.086,-1.3,0.3,-1.0,0.2
Alonzo Gee,SF,28,NOP,2015-16,73,1632,8.4,0.572,0.235,0.259,3.9,13.0,8.3,6.2,1.9,0.7,16.2,9.2,1.0,0.9,1.9,0.056,-1.8,1.0,-0.8,0.5
Alonzo Gee,SF,29,DEN,2016-17,13,89,3.1,0.306,0.214,0.643,5.0,13.5,9.3,8.2,2.7,0.9,18.2,10.5,-0.1,0.1,-0.1,-0.032,-5.6,1.0,-4.6,-0.1
Alonzo Mourning,C,35,MIA,2005-06,65,1302,19.4,0.615,0.003,0.711,11.8,20.3,16.2,1.4,0.5,10.2,16.0,17.5,2.1,2.6,4.8,0.176,-2.3,3.0,0.7,0.9
Alonzo Mourning,C,36,MIA,2006-07,77,1572,16.7,0.59,0.0,0.725,9.7,16.4,13.1,2.0,0.4,9.0,18.7,20.8,1.0,2.5,3.5,0.107,-3.9,2.0,-2.0,0.0
Alonzo Mourning,C,37,MIA,2007-08,25,389,16.2,0.58,0.0,0.8,10.3,18.5,14.3,3.1,0.5,8.6,16.3,18.7,0.3,0.5,0.8,0.098,-4.2,1.7,-2.5,0.0
Alvin Williams,PG,31,TOR,2005-06,1,10,-4.7,0.129,0.667,0.667,0.0,38.3,18.3,0.0,0.0,0.0,0.0,17.9,-0.1,0.0,-0.1,-0.278,-14.9,-8.5,-23.4,-0.1
Alvin Williams,PG,32,LAC,2006-07,2,10,6.6,0.266,0.5,2.0,12.1,0.0,6.0,41.1,10.6,0.0,44.4,31.2,-0.1,0.0,-0.1,-0.309,-8.9,3.7,-5.1,0.0
Amar'e Stoudemire,C,23,PHO,2005-06,3,50,17.8,0.42,0.037,0.333,13.6,21.7,17.8,5.9,1.0,4.2,3.1,28.7,0.0,0.1,0.1,0.085,-4.8,-1.8,-6.6,-0.1
Amar'e Stoudemire,C,24,PHO,2006-07,82,2689,23.1,0.637,0.003,0.555,10.1,23.3,17.0,5.0,1.5,2.9,15.0,25.8,7.2,4.0,11.2,0.201,0.9,0.7,1.6,2.4
Amar'e Stoudemire,C,25,PHO,2007-08,79,2677,27.6,0.656,0.026,0.571,8.2,21.1,15.2,7.5,1.2,4.0,10.3,28.2,10.9,3.8,14.6,0.262,3.5,0.4,3.9,4.0
Amar'e Stoudemire,PF,26,PHO,2008-09,53,1948,20.3,0.617,0.009,0.517,7.2,18.1,12.9,8.3,1.3,2.1,14.0,24.2,4.6,1.4,6.1,0.149,1.3,-0.3,1.0,1.5
Amar'e Stoudemire,PF,27,PHO,2009-10,82,2838,22.6,0.615,0.005,0.5,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,8.2,2.5,10.7,0.181,1.6,-1.3,0.3,1.6
Amar'e Stoudemire,C,28,NYK,2010-11,78,2870,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,5.4,2.6,8.0,0.134,0.8,-0.1,0.7,1.9
Amar'e Stoudemire,PF,29,NYK,2011-12,47,1543,17.7,0.541,0.032,0.372,7.9,19.8,13.7,6.3,1.3,2.3,12.8,25.4,1.8,2.3,4.1,0.128,-1.5,0.1,-1.4,0.2
Amar'e Stoudemire,PF,30,NYK,2012-13,29,682,22.1,0.637,0.0,0.487,10.0,15.1,12.4,3.6,0.8,2.7,13.4,25.7,2.1,0.6,2.7,0.191,0.6,-2.0,-1.4,0.1
Amar'e Stoudemire,C,31,NYK,2013-14,65,1466,18.8,0.596,0.0,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,2.9,0.9,3.8,0.124,-0.8,-2.3,-3.1,-0.4
Amar'e Stoudemire,PF,32,TOT,2014-15,59,1245,20.3,0.595,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12.0,23.8,2.6,1.0,3.6,0.138,-0.2,-1.3,-1.4,0.2
Amar'e Stoudemire,C,33,MIA,2015-16,52,762,17.3,0.599,0.0,0.303,10.0,22.6,16.5,5.6,1.2,4.1,15.8,17.8,1.1,1.3,2.4,0.15,-1.7,1.4,-0.4,0.3
Amile Jefferson,PF,25,ORL,2018-19,12,68,21.1,0.692,0.0,0.5,9.3,24.0,16.5,6.4,2.2,3.7,4.9,13.1,0.2,0.1,0.4,0.258,-0.2,2.3,2.1,0.1
Amir Johnson,SF,18,DET,2005-06,3,39,20.3,0.85,0.3,0.4,9.0,3.1,6.1,13.4,0.0,3.7,25.4,19.2,0.1,0.0,0.2,0.208,3.8,-1.4,2.5,0.0
Amir Johnson,PF,19,DET,2006-07,8,124,20.6,0.6,0.091,0.424,14.4,21.1,17.7,4.1,2.2,8.1,18.7,18.5,0.2,0.3,0.5,0.183,-1.2,3.9,2.7,0.1
Amir Johnson,PF,20,DET,2007-08,62,764,17.5,0.584,0.0,0.333,13.5,23.2,18.4,5.9,1.7,8.5,17.1,14.1,1.1,1.9,3.0,0.19,-1.4,5.7,4.3,1.2
Amir Johnson,PF,21,DET,2008-09,62,911,13.5,0.608,0.0,0.215,13.1,17.2,15.1,3.4,1.2,5.1,15.6,11.1,1.4,1.3,2.7,0.142,-1.3,2.5,1.1,0.7
Amir Johnson,PF,22,TOR,2009-10,82,1453,16.7,0.639,0.012,0.446,12.9,19.1,16.1,5.0,1.6,3.5,13.6,14.5,3.4,1.1,4.5,0.15,1.4,0.8,2.1,1.5
Amir Johnson,PF,23,TOR,2010-11,72,1853,17.6,0.608,0.002,0.323,11.8,17.8,14.7,6.8,1.5,3.6,10.9,15.3,4.4,1.2,5.6,0.146,1.5,1.1,2.7,2.2
Amir Johnson,PF,24,TOR,2011-12,64,1553,14.4,0.6,0.015,0.247,11.4,19.4,15.4,8.7,1.1,3.6,20.0,14.3,1.9,2.0,4.0,0.122,-0.5,2.7,2.2,1.6
Amir Johnson,PF,25,TOR,2012-13,81,2325,17.3,0.591,0.021,0.309,11.4,20.0,15.6,8.7,1.9,3.8,14.5,16.1,4.4,2.9,7.3,0.151,0.8,2.8,3.6,3.3
Amir Johnson,PF,26,TOR,2013-14,77,2214,15.4,0.592,0.108,0.234,9.0,17.6,13.3,8.7,1.3,3.2,15.4,16.4,3.2,3.1,6.3,0.136,0.2,2.4,2.6,2.6
Amir Johnson,PF,27,TOR,2014-15,75,1979,15.4,0.603,0.089,0.249,9.3,17.3,13.3,9.4,1.1,2.4,16.0,15.7,3.5,1.6,5.1,0.124,0.8,1.0,1.8,1.9
Amir Johnson,PF,28,BOS,2015-16,79,1800,16.0,0.602,0.101,0.284,10.3,19.6,14.9,11.4,1.4,3.6,16.4,13.6,3.0,2.9,5.9,0.158,-0.2,3.2,3.0,2.3
Amir Johnson,PF,29,BOS,2016-17,80,1608,15.0,0.628,0.178,0.27,8.3,17.0,12.7,13.0,1.6,3.2,15.7,13.6,2.9,2.1,5.0,0.149,-0.2,2.4,2.2,1.7
Amir Johnson,C,30,PHI,2017-18,74,1171,14.9,0.575,0.123,0.327,11.8,18.3,15.2,13.9,1.8,3.1,15.6,12.8,2.1,2.0,4.1,0.169,-0.2,3.1,2.9,1.5
Amir Johnson,C,31,PHI,2018-19,51,529,13.1,0.574,0.255,0.261,9.7,19.5,14.7,16.0,1.4,1.9,20.5,17.4,0.4,0.7,1.1,0.098,-1.4,0.6,-0.7,0.2
Anderson Varejao,C,34,GSW,2016-17,14,92,9.4,0.478,0.0,0.786,15.3,16.8,16.1,13.0,1.6,2.6,29.8,12.6,0.0,0.1,0.2,0.097,-3.2,2.5,-0.6,0.0
Anderson Varejão,C,23,CLE,2005-06,48,760,14.8,0.541,0.007,0.793,11.9,24.8,18.3,4.0,2.2,1.9,11.8,14.0,1.1,1.3,2.3,0.146,-1.9,1.2,-0.6,0.3
Anderson Varejão,C,24,CLE,2006-07,81,1932,14.4,0.527,0.022,0.668,11.2,21.8,16.4,6.0,2.1,2.1,11.4,13.7,2.6,4.0,6.6,0.164,-1.3,3.0,1.7,1.8
Anderson Varejão,C,25,CLE,2007-08,48,1320,12.0,0.485,0.007,0.278,11.2,23.6,17.2,6.3,1.5,1.6,15.1,13.4,0.5,1.9,2.4,0.086,-3.2,1.6,-1.6,0.1
Anderson Varejão,PF,26,CLE,2008-09,81,2306,14.6,0.565,0.004,0.496,8.9,20.6,15.0,5.4,1.8,2.3,11.5,14.2,3.3,4.7,8.0,0.166,-1.2,2.8,1.6,2.1
Anderson Varejão,PF,27,CLE,2009-10,76,2166,15.8,0.598,0.011,0.375,10.9,20.4,15.9,6.1,1.7,2.4,11.0,13.1,4.3,3.8,8.1,0.179,0.4,2.6,3.0,2.7
Anderson Varejão,C,28,CLE,2010-11,31,994,15.2,0.56,0.009,0.375,11.0,24.1,17.4,7.4,1.4,2.9,13.7,13.3,1.3,0.9,2.2,0.105,-1.2,2.1,0.8,0.7
Anderson Varejão,C,29,CLE,2011-12,25,785,18.9,0.542,0.018,0.288,15.2,26.8,20.8,9.7,2.3,1.6,15.2,16.9,1.2,0.9,2.1,0.131,0.4,1.7,2.1,0.8
Anderson Varejão,C,30,CLE,2012-13,25,901,21.7,0.529,0.017,0.353,16.9,30.1,23.2,15.4,2.1,1.3,11.6,18.7,2.2,1.1,3.3,0.173,2.4,2.2,4.6,1.5
Anderson Varejão,C,31,CLE,2013-14,65,1800,17.0,0.527,0.015,0.294,11.4,28.2,19.6,12.2,2.0,1.8,12.2,14.6,2.7,2.7,5.4,0.144,-0.4,3.0,2.7,2.1
Anderson Varejão,C,32,CLE,2014-15,26,636,17.7,0.58,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2.0,13.7,18.1,1.2,0.7,1.9,0.145,0.0,1.0,0.9,0.5
Anderson Varejão,C,33,TOT,2015-16,53,496,11.1,0.473,0.008,0.403,8.5,22.8,15.8,9.8,1.6,1.6,13.1,15.0,0.3,0.8,1.0,0.101,-3.8,1.4,-2.4,0.0
Andray Blatche,PF,19,WAS,2005-06,29,175,10.1,0.45,0.194,0.179,7.7,17.8,12.6,9.5,1.5,3.1,14.2,21.5,-0.1,0.2,0.1,0.026,-4.0,-0.4,-4.4,-0.1
Andray Blatche,PF,20,WAS,2006-07,56,682,12.1,0.471,0.137,0.249,12.6,19.8,16.1,8.8,1.3,3.6,18.3,17.2,-0.1,0.5,0.5,0.033,-2.8,0.4,-2.4,-0.1
Andray Blatche,PF,21,WAS,2007-08,82,1675,15.5,0.512,0.024,0.287,11.2,18.8,14.9,9.2,1.7,5.7,15.6,19.7,0.8,2.1,3.0,0.085,-1.9,2.4,0.5,1.0
